 County Code ,District Code,School Code,Local Educational Agency ,Charter Number," TK/K-3 ADA
Target, B-5/B-1 "," 4 - 6 ADA
Target, B-6/B-2 "," 7 - 8 ADA
Target, B-7/B-3 "," 9 - 12 ADA
Target, B-8/B-4 ","Unduplicated Pupil Percentage
Target, D-1"," Base Grant Funding
Target, C-5 "," Supplemental Grant Funding
Target, D-7 "," Concentration Grant Funding
Target, E-8 "," Necessary Small Schools Allowance
Target, F-1 "," Add-On (Based on 2012-13 Targeted Instructional Improvement Block Grant)
Target, F-2 "," Add-On (Based on 2012-13 Home-to-School Transportation)
Target, F-3 "," Add-On (Based on 2012-13 Small School District Bus Replacement Program)
Target, F-4 "," Total LCFF Target Entitlement
Target, G-1/F-1 "," Total LCFF Floor Entitlement
Transition, B-13 "," Current Year Gap Funding (100%)
Transition, C-3 "," Economic Recovery Target
Transition, D-1 "," Miscellaneous Adjustments
Transition, E-1 "," Total Local Revenue or In-Lieu of Property Taxes
Transition, F-2/F-7 "," Education Protection Account Entitlement
Transition, F-5/F-9 "," Net State Aid
Transition, F-6/F-10 "," Additional SA for MSA Guarantee
Transition, H-1/H-2 "
37,68122,0000000,Fallbrook Union High,N/A, -   , -   , -   ," 2,057.58 ", 0.6053 ," 19,071,709 "," 2,308,821 "," 527,333 ", - , - ," 457,858 ", - ," 22,365,721 "," 20,854,800 "," 1,510,921 ", - , - ," 10,530,733 "," 1,971,144 "," 9,863,844 ", - 
37,68130,0000000,Grossmont Union High,N/A, -   , -   , -   ," 15,608.29 ", 0.5880 ," 144,673,240 "," 17,013,573 "," 2,748,792 ", - ," 1,340,391 "," 1,591,957 ", - ," 167,367,953 "," 157,412,261 "," 9,955,692 ", - , - ," 90,233,195 "," 4,888,095 "," 72,246,663 ", - 
37,68130,3731262,Steele Canyon High,0893, -   , -   , -   ," 2,038.85 ", 0.3289 ," 18,898,101 "," 1,243,117 ", - , N/A , N/A , N/A , N/A ," 20,141,218 "," 18,770,227 "," 1,370,991 ", - , - ," 10,853,859 "," 1,756,428 "," 7,530,931 ", - 
37,68130,3732732,Helix High,0150, -   , -   , -   ," 2,342.03 ", 0.5995 ," 21,708,276 "," 2,602,822 "," 537,280 ", N/A , N/A , N/A , N/A ," 24,848,378 "," 23,420,437 "," 1,427,941 ", - , - ," 12,467,844 "," 2,017,612 "," 10,362,922 ", - 
37,68155,0000000,Jamul-Dulzura Union Elementary,N/A, 243.75 , 178.06 , 142.29 , -   , 0.5693 ," 4,464,666 "," 508,347 "," 43,084 ", - , - ," 299,676 ", - ," 5,315,773 "," 4,963,211 "," 352,562 ", - , - ," 2,575,010 "," 324,679 "," 2,416,084 ", - 
37,68155,6117303,Greater San Diego Academy,0261, 63.39 , 37.19 , 27.91 , 36.96 , 0.4627 ," 1,363,750 "," 126,201 ", - , N/A , N/A , N/A , N/A ," 1,489,951 "," 1,402,101 "," 87,850 ", - , - ," 755,243 "," 173,799 "," 560,909 ", - 
37,68163,0000000,Julian Union Elementary,N/A, 121.96 , 101.14 , 64.67 , -   , 0.6278 ," 2,274,239 "," 285,553 "," 88,468 ", - , - ," 113,898 ", - ," 2,762,158 "," 2,580,174 "," 181,984 ", - , - ," 381,688 "," 449,661 "," 1,930,809 ", - 
37,68163,0128421,Harbor Springs Charter,1589, 95.47 , 78.57 , 41.62 , 33.98 , 0.5547 ," 2,020,479 "," 224,152 "," 4,749 ", N/A , N/A , N/A , N/A ," 2,249,380 "," 2,080,385 "," 168,995 ", - , - ," 331,113 "," 76,448 "," 1,841,819 ", - 
37,68163,0137109,Diego Valley East Public Charter School,1934, -   , -   , -   , 544.07 , 0.8388 ," 5,042,985 "," 846,011 "," 407,473 ", N/A , N/A , N/A , N/A ," 6,296,469 "," 5,066,788 "," 1,229,681 ", - , - ," 721,633 "," 108,814 "," 5,466,022 ", - 
37,68163,0138156,JCS - Mountain Oaks,1992, 100.78 , 126.12 , 102.66 , -   , 0.0920 ," 2,585,115 "," 47,566 ", - , N/A , N/A , N/A , N/A ," 2,632,681 "," 2,937,243 ", - , - , - ," 437,115 "," 65,912 "," 2,129,654 ", - 
37,68163,0138628,JCS - Cedar Cove,2022, 85.09 , 35.06 , 13.69 , 13.40 , 0.2819 ," 1,197,087 "," 67,491 ", - , N/A , N/A , N/A , N/A ," 1,264,578 "," 1,312,294 ", - , - , - ," 195,293 "," 29,448 "," 1,039,837 ", - 
37,68163,3731239,Julian Charter,0267, 57.08 , 29.34 , 29.70 , 146.75 , 0.3265 ," 2,283,954 "," 149,143 ", - , N/A , N/A , N/A , N/A ," 2,433,097 "," 2,221,000 "," 212,097 ", - , - ," 348,660 "," 1,696,200 "," 388,237 ", - 
37,68171,0000000,Julian Union High,N/A, -   , -   , -   , 119.19 , 0.5141 ," 14,460 "," 113,593 ", - ," 1,500,332 "," 17,587 "," 98,896 ", - ," 1,744,868 "," 1,649,543 "," 95,325 ", - , - ," 1,719,445 "," 23,838 "," 1,585 "," 346,173 "
37,68189,0000000,Lakeside Union Elementary,N/A," 2,366.53 "," 1,619.82 ", 976.79 , -   , 0.4528 ," 39,367,087 "," 3,565,083 ", - , - ," 348,280 "," 495,341 ", - ," 43,775,791 "," 41,033,006 "," 2,742,785 ", - , - ," 9,758,849 "," 7,723,074 "," 26,293,868 ", - 
37,68189,0118323,National University Academy,0991, 12.99 , 8.56 , 5.25 , 14.09 , 0.4509 ," 343,310 "," 30,960 ", - , N/A , N/A , N/A , N/A ," 374,270 "," 344,683 "," 29,587 ", - , - ," 78,234 "," 72,776 "," 223,260 ", - 
37,68189,3731072,River Valley Charter,0120, -   , -   , 87.47 , 223.77 , 0.1229 ," 2,756,040 "," 67,743 ", - , N/A , N/A , N/A , N/A ," 2,823,783 "," 2,640,332 "," 183,451 ", - , - ," 595,486 "," 569,531 "," 1,658,766 ", - 
37,68189,6120901,Barona Indian Charter,0469, 38.45 , 31.66 , 15.31 , -   , 0.2824 ," 675,691 "," 38,163 ", - , N/A , N/A , N/A , N/A ," 713,854 "," 671,897 "," 41,957 ", - , - ," 163,432 "," 136,177 "," 414,245 ", - 
37,68197,0000000,La Mesa-Spring Valley,N/A," 5,162.79 "," 3,943.14 "," 2,572.80 ", -   , 0.6107 ," 92,426,638 "," 11,288,989 "," 2,805,149 ", - ," 939,600 "," 957,667 ", - ," 108,418,043 "," 101,522,547 "," 6,895,496 ", - , - ," 32,442,300 "," 18,124,927 "," 57,850,816 ", - 
37,68197,0136408,National University Academy Sparrow,1901, 150.97 , 81.98 , 48.86 , -   , 0.3040 ," 2,244,822 "," 136,486 ", - , N/A , N/A , N/A , N/A ," 2,381,308 "," 2,386,717 ", - , - , - ," 763,511 "," 56,362 "," 1,561,435 ", - 
37,68205,0000000,Lemon Grove,N/A," 1,634.44 "," 1,119.66 ", 787.26 , -   , 0.7805 ," 28,074,038 "," 4,382,357 "," 3,235,532 ", - ," 295,090 "," 185,992 ", - ," 36,173,009 "," 33,962,136 "," 2,210,873 ", - , - ," 6,909,420 "," 5,521,059 "," 23,742,530 ", - 
37,68213,0000000,Mountain Empire Unified,N/A, 593.16 , 367.89 , 257.49 , 406.50 , 0.7112 ," 13,445,209 "," 1,912,446 "," 1,083,685 ", - , - ," 807,138 ", - ," 17,248,478 "," 16,164,543 "," 1,083,935 ", - , - ," 3,319,793 "," 2,667,744 "," 11,260,941 ", - 
37,68213,0119560,San Diego Neighborhood Homeschools,1077, 28.60 , 14.62 , 30.23 , 62.39 , 0.5124 ," 1,160,175 "," 118,894 ", - , N/A , N/A , N/A , N/A ," 1,279,069 "," 1,186,106 "," 92,963 ", - , - ," 277,509 "," 231,483 "," 770,077 ", - 
37,68213,0123224,San Diego Virtual,1264, -   , 2.58 , 38.50 , 338.59 , 0.6583 ," 3,458,070 "," 455,290 "," 187,255 ", N/A , N/A , N/A , N/A ," 4,100,615 "," 3,798,473 "," 302,142 ", - , - ," 775,632 "," 709,957 "," 2,615,026 ", - 
37,68213,0127084,Compass Charter Schools of San Diego,1454, 231.05 , 168.84 , 114.17 , 134.53 , 0.4651 ," 5,318,013 "," 494,681 ", - , N/A , N/A , N/A , N/A ," 5,812,694 "," 5,500,089 "," 312,605 ", - , - ," 1,325,011 "," 1,156,817 "," 3,330,866 ", - 
37,68213,0129668,County Collaborative Charter,1628, 134.94 , 102.28 , 66.07 , 241.05 , 0.6736 ," 4,634,967 "," 624,423 "," 286,441 ", N/A , N/A , N/A , N/A ," 5,545,831 "," 5,062,095 ", - , - , - ," 1,112,038 "," 156,956 "," 4,276,837 ", - 
37,68213,0136978,Elite Academic Academy - Mountain Empire,1924, 133.22 , 86.33 , 37.17 , 78.49 , 0.4291 ," 2,767,972 "," 237,547 ", - , N/A , N/A , N/A , N/A ," 3,005,519 "," 3,358,603 ", - , - , - ," 684,804 "," 67,042 "," 2,253,673 ", - 
37,68213,0138636,JCS - Pine Valley,2021, 35.60 , 25.90 , 37.52 , 26.03 , 0.3937 ," 1,023,033 "," 80,554 ", - , N/A , N/A , N/A , N/A ," 1,103,587 "," 1,252,926 ", - , - , - ," 255,466 "," 25,010 "," 823,111 ", - 
37,68221,0000000,National Elementary,N/A," 2,931.01 "," 2,220.44 ", -   , -   , 0.8893 ," 40,947,818 "," 7,282,979 "," 6,946,798 ", - , - ," 205,698 ", - ," 55,383,293 "," 51,402,439 "," 3,980,854 ", - , - ," 9,710,335 "," 8,082,807 "," 37,590,151 ", - 
37,68221,0101360,Integrity Charter,0553, 159.66 , 123.14 , 47.54 , -   , 0.9511 ," 2,617,715 "," 497,942 "," 444,096 ", N/A , N/A , N/A , N/A ," 3,559,753 "," 3,303,169 "," 256,584 ", - , - ," 369,670 "," 526,280 "," 2,663,803 ", - 
37,68296,0000000,Poway Unified,N/A," 10,704.81 "," 8,164.33 "," 5,528.03 "," 10,895.46 ", 0.2264 ," 294,052,793 "," 13,314,711 ", - , - ," 1,861,057 "," 1,867,888 ", - ," 311,096,449 "," 290,949,143 "," 20,147,306 ", - , - ," 176,572,774 "," 9,646,317 "," 124,877,358 ", - 
37,68304,0000000,Ramona City Unified,N/A," 1,548.70 "," 1,194.41 ", 815.74 ," 1,671.73 ", 0.4307 ," 43,651,197 "," 3,760,114 ", - , - ," 338,647 "," 641,517 ", - ," 48,391,475 "," 45,404,304 "," 2,987,171 ", - , - ," 23,093,183 "," 4,523,077 "," 20,775,215 ", - 
37,68312,0000000,Rancho Santa Fe Elementary,N/A, 231.93 , 229.18 , 153.77 , -   , 0.0670 ," 4,843,857 "," 64,908 ", - , - ," 35,519 ", - , - ," 4,944,284 "," 4,614,691 "," 329,593 ", - , - ," 9,337,451 "," 122,976 ", - ," 157,463 "
37,68338,0000000,San Diego Unified,N/A," 34,079.61 "," 22,308.07 "," 14,340.52 "," 28,029.94 ", 0.6152 ," 821,148,194 "," 101,034,074 "," 26,769,430 ", - ," 64,443,781 "," 9,559,456 ", - ," 1,022,954,935 "," 969,013,096 "," 53,941,839 ", - , - ," 674,421,962 "," 19,751,628 "," 328,781,345 ", - 
37,68338,0101204,High Tech Middle,0546, -   , 105.99 , 202.86 , -   , 0.4816 ," 2,383,947 "," 229,622 ", - , N/A , N/A , N/A , N/A ," 2,613,569 "," 2,426,573 "," 186,996 ", - , - ," 1,934,436 "," 61,770 "," 617,363 ", - 
37,68338,0101345,KIPP Adelante Preparatory Academy,0550, -   , 138.57 , 168.32 , -   , 0.9563 ," 2,361,336 "," 451,629 "," 76,979 ", N/A , N/A , N/A , N/A ," 2,889,944 "," 2,725,570 "," 164,374 ", - , - ," 1,922,159 "," 61,378 "," 906,407 ", - 
37,68338,0106732,High Tech High International,0623, -   , -   , -   , 372.11 , 0.4517 ," 3,449,088 "," 311,591 ", - , N/A , N/A , N/A , N/A ," 3,760,679 "," 3,510,259 "," 250,420 ", - , - ," 2,330,655 "," 76,028 "," 1,353,996 ", - 
37,68338,0106799,Learning Choice Academy,0659, 126.99 , 109.01 , 102.06 , 226.69 , 0.5002 ," 4,767,928 "," 476,984 ", - , N/A , N/A , N/A , N/A ," 5,244,912 "," 4,927,036 "," 317,876 ", - , - ," 3,537,227 "," 112,950 "," 1,594,735 ", - 
37,68338,0107573,High Tech Middle Media Arts,0660, -   , 104.82 , 203.29 , -   , 0.5021 ," 2,378,441 "," 238,844 ", - , N/A , N/A , N/A , N/A ," 2,617,285 "," 2,450,803 "," 166,482 ", - , - ," 1,929,801 "," 61,622 "," 625,862 ", - 
37,68338,0108548,Iftin Charter,0680, 153.78 , 98.23 , 78.78 , -   , 0.9512 ," 2,624,246 "," 499,237 "," 85,551 ", N/A , N/A , N/A , N/A ," 3,209,034 "," 3,031,815 "," 177,219 ", - , - ," 2,071,854 "," 66,158 "," 1,071,022 ", - 
37,68338,0108787,High Tech High Media Arts,0622, -   , -   , -   , 371.99 , 0.4676 ," 3,447,975 "," 322,455 ", - , N/A , N/A , N/A , N/A ," 3,770,430 "," 3,541,083 "," 229,347 ", - , - ," 2,329,904 "," 74,398 "," 1,366,128 ", - 
37,68338,0109033,King-Chavez Arts Academy,0704, 62.49 , 115.89 , -   , -   , 0.9930 ," 1,392,008 "," 276,453 "," 45,379 ", N/A , N/A , N/A , N/A ," 1,713,840 "," 1,604,821 "," 109,019 ", - , - ," 1,117,256 "," 35,676 "," 560,908 ", - 
37,68338,0109041,King-Chavez Athletics Academy,0706, 62.71 , 116.04 , -   , -   , 0.9751 ," 1,394,956 "," 272,045 "," 45,475 ", N/A , N/A , N/A , N/A ," 1,712,476 "," 1,604,053 "," 108,423 ", - , - ," 1,119,574 "," 35,750 "," 557,152 ", - 
37,68338,0109157,Magnolia Science Academy San Diego,0698, -   , 141.79 , 244.46 , -   , 0.2664 ," 2,979,302 "," 158,738 ", - , N/A , N/A , N/A , N/A ," 3,138,040 "," 2,936,593 "," 201,447 ", - , - ," 2,419,219 "," 77,250 "," 641,571 ", - 
37,68338,0111898,Albert Einstein Academy Charter Middle,0773, -   , 192.70 , 388.07 , -   , 0.5395 ," 4,484,326 "," 483,859 ", - , N/A , N/A , N/A , N/A ," 4,968,185 "," 4,638,700 "," 329,485 ", - , - ," 3,637,566 "," 116,154 "," 1,214,465 ", - 
37,68338,0111906,King-Chavez Preparatory Academy,0772, -   , 116.21 , 225.47 , -   , 0.9991 ," 2,637,590 "," 527,043 "," 85,985 ", N/A , N/A , N/A , N/A ," 3,250,618 "," 3,057,677 "," 192,941 ", - , - ," 2,140,061 "," 68,336 "," 1,042,221 ", - 
37,68338,0114462,Health Sciences High,0876, -   , -   , -   , 545.38 , 0.7167 ," 5,055,127 "," 724,602 "," 164,797 ", N/A , N/A , N/A , N/A ," 5,944,526 "," 5,589,712 "," 354,814 ", - , - ," 3,415,906 "," 113,854 "," 2,414,766 ", - 
37,68338,0118083,Innovations Academy,1024, 187.96 , 132.30 , 73.11 , -   , 0.2903 ," 3,119,460 "," 181,115 ", - , N/A , N/A , N/A , N/A ," 3,300,575 "," 3,088,919 "," 211,656 ", - , - ," 2,463,814 "," 78,674 "," 758,087 ", - 
37,68338,0118851,King-Chavez Community High,1015, -   , -   , -   , 325.57 , 0.9835 ," 3,017,708 "," 593,583 "," 98,377 ", N/A , N/A , N/A , N/A ," 3,709,668 "," 3,417,049 "," 292,619 ", - , - ," 2,039,159 "," 87,614 "," 1,582,895 ", - 
37,68338,0119610,Gompers Preparatory Academy,1080, -   , 222.65 , 434.58 , 608.22 , 0.8648 ," 10,711,260 "," 1,852,620 "," 349,186 ", N/A , N/A , N/A , N/A ," 12,913,066 "," 12,225,082 "," 687,984 ", - , - ," 7,925,956 "," 253,090 "," 4,734,020 ", - 
37,68338,0121681,San Diego Global Vision Academy,1190, 177.27 , 133.22 , 54.90 , -   , 0.7119 ," 2,896,427 "," 412,394 "," 94,424 ", N/A , N/A , N/A , N/A ," 3,403,245 "," 3,210,664 "," 192,581 ", - , - ," 2,288,565 "," 73,078 "," 1,041,602 ", - 
37,68338,0122788,School for Entrepreneurship and Technology,1253, -   , -   , -   , 179.02 , 0.3229 ," 1,659,336 "," 107,160 ", - , N/A , N/A , N/A , N/A ," 1,766,496 "," 1,670,316 "," 96,180 ", - , - ," 1,121,265 "," 42,390 "," 602,841 ", - 
37,68338,0123778,Old Town Academy K-8 Charter,1279, 106.63 , 81.14 , 53.38 , -   , 0.1510 ," 1,908,559 "," 57,639 ", - , N/A , N/A , N/A , N/A ," 1,966,198 "," 1,847,076 "," 119,122 ", - , - ," 1,510,407 "," 48,230 "," 407,561 ", - 
37,68338,0124347,City Heights Preparatory Charter,1312, -   , 28.42 , 52.05 , 38.60 , 0.9955 ," 978,733 "," 194,866 "," 31,906 ", N/A , N/A , N/A , N/A ," 1,205,505 "," 1,101,965 "," 103,540 ", - , - ," 745,777 "," 23,814 "," 435,914 ", - 
37,68338,0126730,Kavod Elementary Charter,1447, 173.62 , 48.24 , -   , -   , 0.4259 ," 1,794,986 "," 152,897 ", - , N/A , N/A , N/A , N/A ," 1,947,883 "," 1,871,174 "," 76,709 ", - , - ," 1,389,587 "," 44,372 "," 513,924 ", - 
37,68338,0127647,E3 Civic High,1302, -   , -   , -   , 350.36 , 0.7561 ," 3,247,487 "," 491,085 "," 105,868 ", N/A , N/A , N/A , N/A ," 3,844,440 "," 3,581,201 "," 263,239 ", - , - ," 2,194,427 "," 70,072 "," 1,579,941 ", - 
37,68338,0128066,Health Sciences Middle,1517, -   , -   , 94.22 , -   , 0.7731 ," 734,539 "," 113,574 "," 23,946 ", N/A , N/A , N/A , N/A ," 872,059 "," 811,701 "," 60,358 ", - , - ," 590,133 "," 18,844 "," 263,082 ", - 
37,68338,0129387,Empower Charter,1634, 96.22 , 37.71 , -   , -   , 0.8026 ," 1,077,874 "," 173,021 "," 35,138 ", N/A , N/A , N/A , N/A ," 1,286,033 "," 1,210,960 "," 75,073 ", - , - ," 838,850 "," 26,786 "," 420,397 ", - 
37,68338,0129395,Elevate Elementary,1633, 217.27 , 89.49 , -   , -   , 0.3960 ," 2,466,747 "," 195,366 ", - , N/A , N/A , N/A , N/A ," 2,662,113 "," 2,544,890 "," 117,223 ", - , - ," 1,921,345 "," 61,352 "," 679,416 ", - 
37,68338,0131565,High Tech Elementary,1709, 235.98 , 143.00 , -   , -   , 0.5588 ," 3,025,948 "," 338,180 "," 13,314 ", N/A , N/A , N/A , N/A ," 3,377,442 "," 3,196,655 "," 180,787 ", - , - ," 2,373,684 "," 75,796 "," 927,962 ", - 
37,68338,0131979,Ingenuity Charter School,1719, -   , 3.13 , 26.85 , 145.23 , 0.8008 ," 1,579,157 "," 252,917 "," 51,481 ", N/A , N/A , N/A , N/A ," 1,883,555 "," 1,776,079 "," 107,476 ", - , - ," 1,097,402 "," 35,042 "," 751,111 ", - 
37,68338,0135913,Urban Discovery Academy Charter,1008, 208.05 , 143.49 , 111.62 , 84.04 , 0.3559 ," 4,448,812 "," 316,666 ", - , N/A , N/A , N/A , N/A ," 4,765,478 "," 4,350,243 "," 415,235 ", - , - ," 3,427,305 "," 109,440 "," 1,228,733 ", - 
37,68338,0136663,America's Finest Charter,1301, 160.80 , 121.61 , 88.78 , 53.22 , 0.9297 ," 3,430,322 "," 637,834 "," 111,828 ", N/A , N/A , N/A , N/A ," 4,179,984 "," 3,881,327 "," 298,657 ", - , - ," 2,658,228 "," 84,882 "," 1,436,874 ", - 
37,68338,0137802,National University Academy 1001 STEAM,1981, -   , 13.59 , 24.68 , 70.88 , 0.7788 ," 952,282 "," 148,327 "," 31,044 ", N/A , N/A , N/A , N/A ," 1,131,653 "," 1,067,489 "," 64,164 ", - , - ," 683,645 "," 21,830 "," 426,178 ", - 
37,68338,3730959,Charter School of San Diego,0028, -   , 19.47 , 172.96 ," 1,495.40 ", 0.7363 ," 15,356,666 "," 2,261,423 "," 500,627 ", N/A , N/A , N/A , N/A ," 18,118,716 "," 17,280,130 "," 838,586 ", - , - ," 10,571,470 "," 337,566 "," 7,209,680 ", - 
37,68338,3731189,Preuss School UCSD,0169, -   , 119.77 , 240.99 , 447.67 , 0.9500 ," 6,934,990 "," 1,317,648 "," 226,081 ", N/A , N/A , N/A , N/A ," 8,478,719 "," 7,942,577 "," 536,142 ", - , - ," 5,063,480 "," 161,686 "," 3,253,553 ", - 
37,68338,3731247,High Tech High,0269, -   , -   , -   , 494.39 , 0.4016 ," 4,582,501 "," 368,066 ", - , N/A , N/A , N/A , N/A ," 4,950,567 "," 4,662,165 "," 288,402 "," 35,415 ", - ," 3,096,538 "," 103,559 "," 1,785,885 ", - 
37,68338,3731395,Audeo Charter,0406, 29.14 , 27.19 , 80.30 , 423.55 , 0.6403 ," 4,997,727 "," 640,009 "," 225,648 ", N/A , N/A , N/A , N/A ," 5,863,384 "," 5,626,778 "," 236,606 ", - , - ," 3,508,603 "," 112,036 "," 2,242,745 ", - 
37,68338,6039457,Darnall Charter,0033, 272.60 , 216.66 , 124.38 , -   , 0.9023 ," 4,854,860 "," 876,108 "," 158,268 ", N/A , N/A , N/A , N/A ," 5,889,236 "," 5,567,445 "," 321,791 ", - , - ," 3,843,442 "," 122,728 "," 1,923,066 ", - 
37,68338,6039812,Keiller Leadership Academy,0695, 205.64 , 194.41 , 185.03 , -   , 0.8814 ," 4,607,817 "," 812,266 "," 150,214 ", N/A , N/A , N/A , N/A ," 5,570,297 "," 5,239,324 "," 330,973 ", - , - ," 3,664,561 "," 117,016 "," 1,788,720 ", - 
37,68338,6040018,Harriet Tubman Village Charter,0046, 144.89 , 145.24 , 93.86 , -   , 0.8800 ," 3,024,514 "," 532,315 "," 98,598 ", N/A , N/A , N/A , N/A ," 3,655,427 "," 3,433,098 "," 222,329 ", - , - ," 2,405,064 "," 76,798 "," 1,173,565 ", - 
37,68338,6040190,King-Chavez Primary Academy,0705, 318.54 , -   , -   , -   , 0.9801 ," 2,623,177 "," 514,195 "," 85,516 ", N/A , N/A , N/A , N/A ," 3,222,888 "," 3,091,519 "," 131,369 ", - , - ," 1,995,128 "," 63,708 "," 1,164,052 ", - 
37,68338,6061964,The O'Farrell Charter,0048, 318.69 , 434.01 , 496.99 , 531.70 , 0.7187 ," 14,713,163 "," 2,114,871 "," 479,649 ", N/A , N/A , N/A , N/A ," 17,307,683 "," 16,345,025 "," 962,658 ", - , - ," 11,157,469 "," 356,278 "," 5,793,936 ", - 
37,68338,6113211,McGill School of Success,0095, 104.71 , 45.47 , -   , -   , 0.9361 ," 1,206,540 "," 225,888 "," 39,334 ", N/A , N/A , N/A , N/A ," 1,471,762 "," 1,408,444 "," 63,318 ", - , - ," 940,630 "," 30,036 "," 501,096 ", - 
37,68338,6115570,Museum,0081, 97.69 , 80.89 , 52.75 , -   , 0.2034 ," 1,828,134 "," 74,368 ", - , N/A , N/A , N/A , N/A ," 1,902,502 "," 1,791,598 "," 110,904 ", - , - ," 1,448,901 "," 46,266 "," 407,335 ", - 
37,68338,6117279,Holly Drive Leadership Academy,0264, 46.71 , 45.42 , 29.17 , -   , 0.8932 ," 955,941 "," 170,769 "," 31,164 ", N/A , N/A , N/A , N/A ," 1,157,874 "," 1,091,927 "," 65,947 ", - , - ," 759,744 "," 24,260 "," 373,870 ", - 
37,68338,6117683,High Tech Elementary Explorer,0278, 228.39 , 114.81 , -   , -   , 0.4146 ," 2,750,019 "," 228,031 ", - , N/A , N/A , N/A , N/A ," 2,978,050 "," 2,770,767 "," 207,283 ", - , - ," 2,149,582 "," 68,640 "," 759,828 ", - 
37,68338,6119168,San Diego Cooperative Charter,0396, 342.44 , 219.14 , 141.83 , -   , 0.3593 ," 5,584,809 "," 401,325 ", - , N/A , N/A , N/A , N/A ," 5,986,134 "," 5,450,320 "," 535,814 ", - , - ," 4,405,703 "," 140,682 "," 1,439,749 ", - 
37,68338,6119598,King-Chavez Academy of Excellence,0420, 113.01 , 91.96 , 76.07 , -   , 0.9818 ," 2,219,908 "," 435,902 "," 72,369 ", N/A , N/A , N/A , N/A ," 2,728,179 "," 2,548,687 "," 179,492 ", - , - ," 1,760,252 "," 56,208 "," 911,719 ", - 
37,68338,6120935,Albert Einstein Academy Charter Elementary,0488, 532.69 , 245.50 , -   , -   , 0.4359 ," 6,245,383 "," 544,473 ", - , N/A , N/A , N/A , N/A ," 6,789,856 "," 6,342,261 "," 447,595 ", - , - ," 4,874,076 "," 155,638 "," 1,760,142 ", - 
37,68346,0000000,San Dieguito Union High,N/A, -   , -   ," 4,050.95 "," 8,567.66 ", 0.1205 ," 110,994,847 "," 2,674,976 ", - , - ," 1,168,812 "," 556,202 ", - ," 115,394,837 "," 107,650,242 "," 7,744,595 "," 281,443 ", - ," 110,463,261 "," 2,523,722 "," 2,689,297 ", - 
37,68353,0000000,San Pasqual Union Elementary,N/A, 258.89 , 176.05 , 133.95 , -   , 0.2401 ," 4,509,108 "," 216,528 ", - , - , - ," 39,835 ", - ," 4,765,471 "," 4,428,189 "," 337,282 ", - , - ," 1,584,423 "," 908,089 "," 2,272,959 ", - 
37,68361,0000000,Santee,N/A," 3,095.36 "," 2,157.94 "," 1,340.94 ", -   , 0.4327 ," 52,282,022 "," 4,524,486 ", - , - ," 576,547 "," 358,105 ", - ," 57,741,160 "," 53,927,853 "," 3,813,307 ", - , - ," 17,022,865 "," 10,239,088 "," 30,479,207 ", - 
37,68379,0000000,San Ysidro Elementary,N/A," 1,900.29 "," 1,570.01 "," 1,048.58 ", -   , 0.8601 ," 35,710,164 "," 6,142,863 "," 5,536,861 ", - , - ," 106,424 ", - ," 47,496,312 "," 45,720,922 "," 1,775,390 ", - , - ," 20,360,154 "," 2,564,259 "," 24,571,899 ", - 
37,68387,0000000,Solana Beach Elementary,N/A," 1,552.27 "," 1,275.04 ", -   , -   , 0.1825 ," 22,436,271 "," 818,923 ", - , - ," 717,434 "," 53,272 ", - ," 24,025,900 "," 22,483,961 "," 1,541,939 ", - , - ," 38,875,936 "," 565,462 ", - ," 1,663,990 "
37,68395,0000000,South Bay Union,N/A," 2,868.01 "," 2,267.73 ", -   , -   , 0.8624 ," 40,787,046 "," 7,034,949 "," 6,370,936 ", - ," 488,350 "," 234,426 ", - ," 54,915,707 "," 51,274,506 "," 3,641,201 ", - , - ," 11,371,596 "," 8,022,269 "," 35,521,842 ", - 
37,68395,6040505,Imperial Beach Charter,1418, 327.91 , 275.97 , 246.17 , -   , 0.6499 ," 6,708,849 "," 872,016 "," 335,107 ", N/A , N/A , N/A , N/A ," 7,915,972 "," 7,349,677 "," 566,295 ", - , - ," 1,387,205 "," 1,347,805 "," 5,180,962 ", - 
37,68395,6040513,Nestor Language Academy Charter,1252, 482.78 , 336.69 , 177.08 , -   , 0.7878 ," 7,905,289 "," 1,245,557 "," 939,939 ", N/A , N/A , N/A , N/A ," 10,090,785 "," 9,403,964 "," 686,821 ", - , - ," 1,626,280 "," 1,581,940 "," 6,882,565 ", - 
37,68403,0000000,Spencer Valley Elementary,N/A, 24.91 , 12.96 , 0.92 , -   , 0.4224 ," 310,426 "," 26,225 ", - , - , - , - , - ," 336,651 "," 1,590,669 ", - , - , - ," 3,872 "," 77,864 "," 254,915 "," 1,259,302 "
37,68403,0125401,Insight @ San Diego,1371, -   , -   , -   , 211.25 , 0.6427 ," 1,958,076 "," 251,691 ", - , N/A , N/A , N/A , N/A ," 2,209,767 "," 2,037,559 "," 172,208 ", - , - ," 21,112 "," 401,688 "," 1,786,967 ", - 
37,68403,6120893,California Virtual Academy @ San Diego,0493, 407.34 , 356.11 , 458.02 , 737.34 , 0.5455 ," 16,455,682 "," 1,795,314 ", - , N/A , N/A , N/A , N/A ," 18,250,996 "," 17,104,283 "," 1,146,713 ", - , - ," 195,763 "," 3,340,593 "," 14,714,640 ", - 
